8.009829280762272852e-01 1.942845287010301680e+00
7.314462011739734093e-01 1.896314851296563520e+00
8.932327116511514786e-01 1.761989786430762983e+00
2.613533561309130393e-01 1.214421254011943951e-01
2.558704938022664521e-01 2.468338358057853843e-01
9.415142619403455981e-01 2.078277154433077367e+00
4.452690345400908134e-01 -6.886341021063880907e-01
3.489170477397278702e-01 -7.942024667467808552e-01
9.629171238868254878e-01 2.069869066047871797e+00
6.069377724274326313e-01 1.665077500990198134e+00
2.619125481809322364e-01 1.871633745846894015e-01
7.862961900259515247e-01 1.887151563492888373e+00
1.555940655150226393e-01 1.363379872816982807e+00
7.006778661205822489e-01 2.008634325224728734e+00
8.805060048858170951e-01 1.513635338619921944e+00
2.708725048772191446e-01 4.866105253460716040e-02
6.033879871948300000e-02 -2.624214370601043012e+00
2.143401706302050513e-01 8.841909095350120040e-01
5.269150975596877950e-01 4.463173839167813295e-01
8.064803693395206086e-01 1.987211785700869315e+00
9.974819297832058229e-01 2.483150403548745722e+00
6.451923694584794644e-01 2.306430504793384184e+00
3.737902738241736245e-01 -1.050507921228217345e+00
1.703016360601266044e-01 1.361230770834343851e+00
2.631842630746970002e-01 4.346418218622559448e-02
9.527539853394326741e-01 2.145603943031947569e+00
6.666979935852448413e-01 2.446076520899131967e+00
3.712845969990272721e-01 -1.002992775253655156e+00
3.597248251320128709e-01 -1.142296176896452131e+00
3.634045093335191989e-02 -1.526611030323636042e-01
4.766287169633259824e-01 -2.577612079475324891e-01
7.276756198668887787e-02 -1.090541075472743593e+00
5.008088142524925734e-01 3.118939874413175634e-02
4.199564407362349483e-01 -8.092328211887654943e-01
4.238173048615234695e-02 -7.484881423347470308e-01
9.316227992987677897e-01 1.927426317475443796e+00
4.468454497969586159e-01 -4.743034088162509931e-01
1.013009476722976920e-01 1.178454283765690169e+00
4.745872020855675943e-01 -2.377535956063553391e-01
4.344685158789250989e-01 -5.785794358206526322e-01
6.721833436136469553e-01 2.300968074659877072e+00
8.182628890466752125e-01 2.241127179194041918e+00
3.808449225740483390e-01 -8.635497766775208639e-01
1.777470284180923121e-01 1.335938430251179865e+00
3.627370971111619768e-01 -1.020545728113521955e+00
9.356013096113984240e-01 2.127276842877723340e+00
3.348861320442119149e-01 -7.239794951508826681e-01
3.225401668316765225e-01 -6.503542073631674025e-01
7.020809433324169957e-01 1.938049017551719766e+00
9.659731052520101890e-01 2.267943943898032888e+00
